reviewer_rating,review_date,reviewer_category,reviewer_sentiment,cleaned_text_review,review_year,review_month
5.0,2012-05-05,Solo,1,fortunate didnt expect see orangs cause wild well surprise  x adults tiny baby mum protective would turn around get photo however amazed,2012,5
4.0,2012-05-02,Friends,1,worth visit see orangutans also lots entertaining macaques watch waiting orangutans show intro video interesting setup watching awful tv smaller homes low level front odd shaped room snack bar made difficult see hear  recommend taking tv tv stand putting top stand projects back room also maybe close snack bar showings oh ask staff chitchat amongst showing great undertaking happily supported camera fee nominal worth weather variable hot rain humid three prepared,2012,5
3.0,2012-05-02,Friends,0,must fed am  bothered turn lots hype attendees anything wouldnt see melbourne zoo,2012,5
3.0,2012-05-01,Family,0,shame place exist rainforests werent destroyed sepilok wouldnt needed arrived coach quite others raining people golf umbrellas bit ott opinion buy hey take walk along broadwalks viewing area feeding platform infront rain finally stopped guy puts food feeding platform waitwe lucky mum came baby feed funny mum sat back humans whilst eating fab see personally wouldnt flown way kk see sight would pretty disappointed remember isnt zoo guarantee,2012,5
3.0,2012-04-29,Couples,0,nice centre pleasant walkway forrest without doubt go see orangutans trip made depending locals decide wander lunch saw one mother baby enjoyed visit,2012,4
3.0,2012-04-29,Family,0,arrived sepilok orang utan sanctuary full hope excitement walked rainforest make sure insect repellent somewhat saddened see many people know tourists expected many people camerasmost people ignored signs silent instead busy pushing way front railingswe see orang utans nothing amazing block everyone else remind therewe saw three orang utans one mum baby sure baby feeders placed food behind tree stump result saw nothing mums back would made sense food placed side visitors wereall pleased went saw orangutans hindsight would done kinabatang river cruise first saw ten orangutans wild lucky see wild would gone sanctuary,2012,4
5.0,2012-04-29,Couples,1,unluckily got see couple youngsters orangs quite cute drinking milk really enjoyed movie show explains work rehab centre really interesting informative drawback crowded,2012,4
5.0,2012-04-28,Couples,1,ok people ruin thats centres fault view apes monkeys amazing theres chance come macaques especially spent lot time coming look people going past guess know people arrive food gets dropped platformgreat experience bad price definitely agree stick around feeding also arrive late first feeding let us go look see still around came afternoon feeding wellyou cant complain didnt turn wild point go zoo want see cage,2012,4
3.0,2012-04-28,Solo,0,dream come place ruined loud tourists russia uk refused keep quiet frightened animals away saw one orang utan would speak tell quiet return second feeding day,2012,4
4.0,2012-04-25,Friends,1,orangutangs orphans come back food hand outs cant make katabangan river camps see wild may best chance see one little contrived mother baby day went really werent comfortable large crowds touriststhey tell take backpacks strollers water bottles anything macaques grab could hurt mean make take back main building store youre sanctuary also ask come cold cold viruses fatal orangutangs judging number sneezing dripping children quite lot parents unfortunately hadnt read memo,2012,4
4.0,2012-04-25,Couples,1,good facility performing much needed activitywe saw  adult females one baby feeding stationthey amazing creatures,2012,4
5.0,2012-04-25,Family,1,enjoyed trip quite wait orang showed emphasised wild animals free come go isnt zoo well set video start interesting though videos arent usually thing,2012,4
5.0,2012-04-25,Solo,1,see others great experience however many guests attended  feeding already cleared parking lot true fun began orangutans climbed platform woods crowds left several circled back small group us close also chance chat naturalists patience pays,2012,4
5.0,2012-04-24,Couples,1,go sepilok see orangutans get early watch movie hand gives insight conservation work lockers provided free charge backpacks etc allowed board walk see amazing hot recommend wearing hat sunscreen good trip make sure arrive feeding time better chance seeing one,2012,4
5.0,2012-04-24,Family,1,great place amazing see orangutans monkeys swinging trees without prompting stayed morning afternoon sessions thinking would trip see feeding time practice isnt lot apart intro video fairly static museum information centreweather got extremely hot real outdoors aircon prepared take best camera,2012,4
4.0,2012-04-24,Friends,1,opportunity see orang utan would disappointed fortunate see wild later river good supporting film,2012,4
5.0,2012-04-24,Couples,1,great tour worth orangutan around   meters walk lovely jungle watch snakes guide good pointing everthing,2012,4
5.0,2012-04-23,Family,1,great time got see orang utans monkeys really close got learn well borneo native animals information area quite informative really good time,2012,4
5.0,2012-04-23,Couples,1,loved orang utans venue brilliant prepared put bags lockers safe take water camera rain forrest,2012,4
3.0,2012-04-23,Couples,0,experience seeing two creatures limited time however numbers people afternoon noise talking ruined experience suggest people go early possible morning sadly management allow use tickets two sessions fact office quite rudein saying truly humbling experience watching mother tend feed tiny baby,2012,4
5.0,2012-04-23,Couples,1,loved seeing orangutans mothers babies wonderful place something got see visiting borneo,2012,4
4.0,2012-04-23,Solo,1,welldesigned sanctuary rather theatrical good instructional film see totally dependent upon independent capricious nature orang utans whether youll actually see,2012,4
5.0,2012-04-23,Couples,1,extending main area next  months soon visitors able see nursery area definately back finishedyou also book night tour absolutely amazing taken guide rainforest see orangutans bedding night well animals come night like flying squirrels scorpions snakes bats etc incredible well worth,2012,4
5.0,2012-04-23,Couples,1,amazing place see orangutans even one regularly comes cafe steal ice creams fridge one stops saw lots mothers babies testament work done orangutans acres roam choose come back feeding centre want food particularly lots rainforest,2012,4
4.0,2012-04-23,Friends,1,place able meet orang utan personally weve studied learnt alittle school getting close standing right beside one justspeechless great well quite harmless advised make fun otherwise orang utan gets mad really strong could tear apart besides entrance fee rm  visit orang utan youll pay camera devices rm  however ill recommend get dslr zoom lens pretty hard capture orang utan feeding time,2012,4
3.0,2012-04-22,Couples,0,work senter great orang utans borneo good job sharing extent importance work good video saw later kinabatangan river sanctuary work would asset sanctuary show lot work hidden public protect orang utans diseases public feeding platform experiece great get see orang utangs close possible go see wild well truely moving experience sanctuary great job saving orang utans supporting visit good worthwhile thing,2012,4
4.0,2012-04-22,Couples,1,mankind could think planet rather profitsthe keepers seem ambitious orangutangs could replaced native surroundingsit interesting listen different projects help animals good luck,2012,4
4.0,2012-04-21,Family,1,take umbrella either sun rain kids loved,2012,4
5.0,2012-04-19,Family,1,nice see orangutans free disappear forest cage,2012,4
4.0,2012-04-19,Family,1,pretty well set able see orangutans close better though see wild kinabatangan river safaris watch macaque monkeys camera anything edile smile,2012,4
4.0,2012-04-19,Couples,1,work rehabilitate orangs prepare hopeful reintroduction wild excellent documentary film well worth watching dont expect private experience may timing visit many people really get said still worth going nobody fail thrilled seeing orang utans macaques quite entertaining,2012,4
4.0,2012-04-17,Couples,1,flew kota kinabalu day trip specifically see centre slightly mad dash across borneo would recommend unless committed include place travels super place great work gained lot information slow orderly arrival animals feeding time viewing platform fantastic truth little tired journey fully enjoy worth visit already part borneo,2012,4
3.0,2012-04-16,Friends,0,zoo place orangutangs raised released back wild orangutangs see released still coming back food assistance could conclude best thing orangutangs see none meaning ok without assistance saw one mom baby fun didnt see much eventually kinabatangan wild movie sanctuary orangutangs good,2012,4
4.0,2012-04-16,Solo,1,really fun watch orangutans macaques came steal food wowed beautiful ginger orangutans  minute video also enjoyable informative watch buy leech socks info center price mr  times price kinabatangan river lodge charged sadly walking trails closed april  thing watch feeding time video walk rainforest discovery center pass time rest day,2012,4
5.0,2012-04-15,Couples,1,get see animals almost natural habitat get ready reintroduced wild make sure go feeding time slightly fewer people afternoon,2012,4
3.0,2012-04-15,Family,0,orang utan sanctuary well organized centre however day visit forrtunate enough see one ornag utan waiting one hourvery sad see sepilok small rain forest island surrounded vast ocean palm oil plantationsalthough little putting witness ornag utans natural habitat almost surrounded dozens tourists tourists needed promote area stop shocking deforestation malaysian government,2012,4
5.0,2012-04-15,Family,1,great way learn orangutan support excellent work undertaken centre,2012,4
5.0,2012-04-14,Friends,1,first thing understand place rehabilitation center orangutans dislocated parents larger group result deforestation etc zoo please dont go expectations seeing orangutans get see one two visit happy got see mother baby amazing beautiful animal protective take photos reach feeding platform eat back would  people watching eatoverall wonderful experience see fantastic animals protected environment work done superb hopefully grandchildren get see animals wild highly recommended reduce expectations,2012,4
5.0,2012-04-12,Couples,1,travelled kota kinabalu sepilok stwa guide made difference made trip even amazing thanks rudy exceptionally lucky saw two females orangs babies beautiful,2012,4
5.0,2012-04-12,Family,1,stayed nearby sepilok jungle resort  minue walk orang utan centre result went   pm feedings plus night walk  feeding busier pm feeding wanted good view would need viewing area  ish morning feeding fun tons macaque monkeys mother baby orang utan waiting orang utans arrive exciting swung trees well worth wait  pm feeding less crowded good saw  orang utans highlight definitely night walk must sign ticket desk earlier day costs rm pp guide excellent showed us much snakes slow loris fire flies insects lucky young orang utan come hang around group within metre us  minutes special highly recommended,2012,4
3.0,2012-04-12,Family,0,great idea rehabilitation center open jungle fences saw two orang utans close many peoplea zoo guess price success,2012,4
4.0,2012-04-11,Family,1,keeping macaques away clearly paying last time macaques everywhere probably scared orangutan time got see two adults babynot nice wild hey least get great view,2012,4
2.0,2012-04-11,Not Specify,-1,came many miles see monkeys didnt appear one holding baby went afternoon  feeding times day pm nothing else dont get early try morning might hungry good luck,2012,4
3.0,2012-04-09,Couples,0,visited afternoon feeding session unfortunately saw one orangutan happily mother baby actually turned sighting ginger ones trip glad visited main downside reason lower rating walking paths around sanctuary closed whilst theyre turned raised walkways one things really looking forward would good left one two open visitors enjoy also close ticket office hour lunch theres man sat behind counter cant reason sell tickets pm probably best try arrive either pm pmhighlights beautiful orangutan lucky enough see heaps macaque monkeys entertaining waited,2012,4
3.0,2012-04-09,Couples,0,saw two waiting people left along came mum babyshed waited noisy small monkeys left platform could keep baby safesmart girl,2012,4
2.0,2012-04-09,Friends,-1,looking forward seeing orangutans hired car set drive kk took  hours interesting roads even interesting malaysian driving worth big adventure along way stayed beautiful local spot see paganakan dii tropical retreat  travellers ss enjoy adventure loving borneos culture nature upon arriving orangutan sanctuary immediately disappointed felt queuing american style theme park paid extortionate foreigners price entrance plus extra rm take camera could get photos  tourists forced store belongings lockers get rid water bottles  purpose built viewing platform upon first sight strategically placed orangutan hurried along people could crammed authentic jungle environmenthowever orangutans beautiful got excellent pictures eating playing saddened whole experience felt inauthentic could drive along chester zoo uk see something similar yet borneo jungle watching feeding showim sure excellent experience families dont venture wilds often youre unique adventure wont find,2012,4
4.0,2012-04-07,Solo,1,dont chance visit orangutan rehabilitation center next kuching borneo may visit one see orangutans nature go kuching skip one,2012,4
4.0,2012-04-06,Not Specify,1,entrance rehabilitation centre rm  ourself extra rm  camera watch video go feeding platform need put bag locker free charge bags allowed inside sanctuary went am pm morning feeding session busy lots groups afternoon session quieter saw mother child teenagers really nice one came boardwalk idiot wanted take picture standing next urang utan somthe rangers came take away urang utan dangerous urang utan close humans wrg diseases etc hot jungle spend bit time quite sweaty,2012,4
5.0,2012-04-04,Not Specify,1,wonderful experience informative learnt lot orangutans amazing see male female baby spent hour watching disappeared film good informative remember zoo sightings guaranteed dont blame go see nothing p,2012,4
3.0,2012-04-04,Couples,0,traveled already visiting another orang rehabilitation center seeing probosic monkeys sepilok bit disapointing saw one orangutan came minutes gess good orangs depending food center getting plenty raiforest discover center next door really great wish could visit park also retaurant sepilok really good cheap restroom also really good order,2012,4
5.0,2012-04-04,Couples,1,went sepilok orangutan centre via local bus easy option bus stops right outside centre enjoyed experience much returned next day feeding station good see orangutans hang around park headquarters feeding see orangutans close well visits definitely good option day,2012,4
5.0,2012-04-04,Couples,1,went afternoon feeding less crowded get bus sandakan rmb wait walkway feeding station may lucky enough orangutan come onto handrails makes way feeding platform,2012,4
3.0,2012-04-02,Solo,0,nice see orangutans fairly dosile creatures wild dont much majority time orangutan sanctuary feeding time best place see thereforeexpect spend hour waiting heat humidity feeding times one orang utun turn spend time eating back feeding platform also quite distance awayplan   days visit   feeding times morning afternoon want guarantee seeing anything also want good photos youll need good camera big lens lighting conditions ideal photography nikon d dslr mm work well nikon mm vr lens fast enough big enough get good closeup pictures opportunity arises,2012,4
4.0,2012-04-02,Not Specify,1,great experience im sure mentioned two feeding times girlfriend came st one it rainy looks like brought stunt monkey attract monkeyswhich worked one came baby wasnt satisfied interesting walked rain forest center hiked around saw wildlife look carefully returned afternoon feeding afternoon feeding lot better sun shining saw  moms  babys another male great wish information around like signs trail point nerdy scientific facts,2012,4
5.0,2012-03-31,Couples,1,must see sandakan observe famous orang utans visited also babies learn lot wildlife malaysia borneo sanctuary nice guides lot knowledge people friendly helpful explain since weather change quickly important take raincoat umbrella highly recommended,2012,3
5.0,2012-03-31,Friends,1,well organised couldnt walk paths revamp saw  orangs  mums babies seven year old male people look orangs dedicated alot volunteer workers worth visit,2012,3
5.0,2012-03-29,Friends,1,sure attend morning afternoon feedings best opportunities see oragutans,2012,3
4.0,2012-03-29,Family,1,able see beautiful animals natural habitat although protection great experience young orangutans beautiful agile swinging across trees seeing young ten ten  month old orangutan fantastic hung played climbed feet front us,2012,3
4.0,2012-03-29,Couples,1,sepilok rehabilitates orangutans live near natural ways possible two big thumbs also great place see organutan action since quite elusive wildi wish would even vigilant humanorganutan interaction since animals could catch diseases im quite happy contributing workif go take free buses taxi need guide guides sanctuary smart dont get ripped,2012,3
5.0,2012-03-29,Family,1,go morning better chance see lot orang utans,2012,3
3.0,2012-03-28,Couples,0,spent couple days along kinabatatang river seeing creatures natural habitat seeing quite underwhelming however project merits definately worth seeing feeding times busy lot children running around making lot noise orangutangs dont seem mind arrange nocturnal walk thorugh guide worth going park hours sunset pretty atmospheric,2012,3
4.0,2012-03-27,Friends,1,went sepilok part day trip kota kinabalu warned orangutans might appear seemed disappointed long wait hot steamy jungle conditions sweat literally dripping us female appeared much clicking cameras ate bananas provided competition cheeky monkeys bit later another female baby clinging swung ropes tree tops settled eat well great position able take plenty photos also watch front platform eaten enough monkeys swooped snaffle leftoversa couple points prepared wait make sure hat sun mozzie protection also signs say silence reason,2012,3
5.0,2012-03-27,Family,1,orangutans lucky come distance say ft platform attached tree saw young one think  years old mother baby think going get pics bouncing babies knee dont still nicest natural way see animals preciouswell worth visit,2012,3
5.0,2012-03-26,Couples,1,really interseting pot luck orang utan decide turn though,2012,3
3.0,2012-03-26,Couples,0,ok get see orangutans fed interesting displays best part board walk saw lots interesting animals masses left,2012,3
3.0,2012-03-26,Not Specify,0,im first admit going semenggoh first influenced review saw far orangutans cost nothing certainly didnt trot young orangutan rehabilitation ensure crowd got see ape particularly left bad taste mouth shame work theyre good information available centre good video interesting bit commercial semenggoh definitely better,2012,3
5.0,2012-03-24,Couples,1,planned end trip seen wild ended going headed jungle great anyway video well worth go saw  mothers babys young males everyone seemed interested deadly green viper sitting tree behind feeding stations morning feed quite busy tour groupsthe real work goes behind scenes babies worthwhile experience,2012,3
5.0,2012-03-22,Couples,1,reason flew way europea truly amazing experience saw close  orang utans babies miss visit,2012,3
4.0,2012-03-21,Couples,1,arrange visit booking hotel well organised great entertainment morning need leave hotel complex,2012,3
3.0,2012-03-20,Business,0,entrance fee foreigners  mr expensive seeing orang utangs trying think positively money help preserve wildlife rain forest makes feel much better,2012,3
5.0,2012-03-18,Not Specify,1,lovely see helping wild life borneo,2012,3
5.0,2012-03-18,Not Specify,1,saw several orangutans understand youll truly amazed theyve turned traffic circumstance opportunity see amazing creatures almost wild say almost free basically tame wonderful experience,2012,3
3.0,2012-03-16,Couples,0,visited centre vicinity one famous attractions borneo well designed run facility offers lot interesting info plight wildlife rainforest boardwalks forest viewing platforms watch apes prearranged feeding times unfortunately rained really heavily surprise rainforest wildlife sensibly reluctuant come shelters trees said see two orangutans close quartersone additional item add centre expanded include rehabilitaion centre sun bears still development yet open public however managed get sneak preview looks fascinating also nearby recently constructed rainforest discovery centre open public impressive canopy walkways well trails gardens cafe well worth visit things sepilok addition taking  min stop watch apes feeding time,2012,3
4.0,2012-03-12,Friends,1,must congratulate centre working rehabilitating orang utans become orphaned rehab centre actually helps feel much closer nature staff keen answer questions especially one english lady working long time visit saw orang utans also different kind small snakes baboon importantly got see orang utan enjoying feeding time rare opportunity didnt come hope people come contribute way fantastic creatures survive encroaching development sabahs forests another great thing centre toilets really clean impressed hard find clean public toilets sandakan,2012,3
4.0,2012-03-09,Couples,1,centre rehabilitate orangutans wild may see many pot luck coach loads others crowded,2012,3
4.0,2012-03-07,Couples,1,must go place borneo great place see orang utan wild,2012,3
5.0,2012-03-04,Business,1,buggy worth see orang atangs educational fun,2012,3
5.0,2012-03-04,Solo,1,already rated one different name orang utan sanctuary great place visit needs little luck see one two orang utans even experience feedings   something shouldnt miss youre area besides feedings nothing much however rainforest discovery centre far,2012,3
5.0,2012-03-04,Solo,1,great experience see feeding orang utans probably need little luck see one two even great experience place simple cafeteria gift shop video screening room much else besides feedings enough,2012,3
4.0,2012-03-04,Not Specify,1,even see like us wildlifethe jungle possible see near quite free move,2012,3
4.0,2012-03-03,Couples,1,definately take trip kk sepilok wonderful experience may regret decide visit professional staff endevours save orangutan extinction,2012,3
5.0,2012-03-03,Not Specify,1,went sanctuary part dn package tour downbelow marine wildlife adventures fabulous see conservation effort habitat borneo orangutans shrinking due mainly advent palm oil plantationswe extremely lucky saw number orangutans near main office away feeding platform fantastic morning feeding time saw  orangutans baby well worth visit,2012,3
5.0,2012-03-02,Not Specify,1,many orang utans tropical rain forest maybe enjoy green environment much human,2012,3
5.0,2012-03-01,Not Specify,1,went st march reading reviews confident seeing many orangutans lucky saw  adults  infants along red tree monkeys rare went afternoon feed pm would recommend lot quieter walked round everyone asked walk around alone wasnt problem glad mother infant literally walked us simply amazing hours,2012,3
5.0,2012-02-27,Couples,1,visited orangutan sanctuary two times saw mother new born baby nice,2012,2
5.0,2012-02-27,Couples,1,great time seeing amazing work volunteers vets chance encounter orangutan kid along path unforgettable really recommended borntravelit,2012,2
5.0,2012-02-25,Not Specify,1,saw introductory video cafe sanctuary proceeded boardwalk leads viewing platform everyone quiet waited  mins saw first orangutan exciting eventually saw  mothers babies unusual first visit lot people everyone could see ok total time hour must follow rules guide said past people bags etc stolen,2012,2
5.0,2012-02-23,Friends,1,lovely setting shame saw one orang utan baby well informed biologist shooed macques away orang utan dont like,2012,2
5.0,2012-02-23,Couples,1,come back sanctuary great experience seemed live documentary great people volunteers great time borntravelit,2012,2
5.0,2012-02-22,Couples,1,visited feb  really great program orangutan rehabilitation saw  mother orang utans babies feeding platform one truly amazing well visit,2012,2
5.0,2012-02-19,Not Specify,1,natural habitat see orangutans take family camera far town entry fee reasonable,2012,2
5.0,2012-02-19,Couples,1,wonderful see work done sanctuary reintroduce malnly orphaned ous wild able watch feeding session bit disappointed  ous babies turned however  stayed whole session got good pics,2012,2
5.0,2012-02-19,Not Specify,1,one best orang utan rehab although guarantee seeing centre seeing orang utan going rehab programme really melts heart,2012,2
2.0,2012-02-19,Family,-1,dont expect seeing self alone jungle couple apes buses cruise ship travellers maybe seeing  apes crowd least  people bit strange,2012,2
5.0,2012-02-17,Not Specify,1,greatly enjoyed learning orangutan conservation observing orangutans highly recommended,2012,2
5.0,2012-02-17,Family,1,sepilok one places world see orangutans wild day went  orangutans  babies came feeding platform around  morning able observe close range nearly hour ate played interacted,2012,2
5.0,2012-02-16,Not Specify,1,hot sweaty wonderful public viewing area installed see orangutans swinging bunch bananas returned fully wild best bit unexpected juvenile orangutan walked board walk us arrived tried chew umbrella side pocket gently prize away well might take hand say responded like human child looked eye accepted umbrella going great eat know youre supposed touch protection much initiate wasnt much avoiding,2012,2
3.0,2012-02-15,Not Specify,0,think great trying rehabilitate orangutans save habitat however come see orangutans may lucky see two three platform  metres away feeding time better experience years ago breakfast orangutans singapore zoo,2012,2
5.0,2012-02-14,Friends,1,park well set interpretive centers good rangers well informed offer night time walks worth may may see anything bonus quiet hours dark cool,2012,2
4.0,2012-02-13,Couples,1,wild life cn seen danum vallee well kinabatangan river,2012,2
4.0,2012-02-13,Couples,1,guide sold us trip would go jungle see orangutans quite surprised arrived luxurious star resort actually small area jungle small information center nice path hill saw orangutans good cause beautiful creatures nicely organised although spent days real borneo jungle saw  wild male orangutan exiting want see orangutans travel children better choice expect tourist place real jungle suitable physically disabled pathways stairs,2012,2
5.0,2012-02-12,Couples,1,tell people youve borneo everyone asks orangutans one things borneo famous visit sepilok orangutan rehabilitation centre mustid told prior going avoid visiting mornings tour groups go sandakan visited independently afternoon staying sepilok forest resort  minute walk awaythere probably  people feeding session everyone observed silence volunteers request impeccably inundated orangutans swinging babies feeding close really special see special creatures close upthe rehabilitation centre fantastic work felt visit worth every ringgit,2012,2
4.0,2012-02-12,Not Specify,1,draw back lots people scheduled feeding times outside feeding times little see except macaques sometimes seem quite threatening,2012,2
4.0,2012-02-12,Not Specify,1,things sepilok one worth time money extremely cheap compared options cost go supporting center instead plantation owners pockets,2012,2
3.0,2012-02-10,Couples,0,great work young orangatung expectations experience raised promotional material guides event underwhelming viewed cost entry donation centre valurformoney experience,2012,2
3.0,2012-02-10,Family,0,sanctuary great visit dont expect much information explanations done,2012,2
5.0,2012-02-09,Family,1,go afternoon feeding stay closing time crowds disappeared couple people orangutans touching worth flying half way around world wasthe feeding platforms close viewing area mother baby orangutans saw quite shy venture closer us bring long lens really special shots pray rain photos come blurred insufficient lightalso make time visit display look video show informative incredibly also challenge notion whether rehabilitation centre truly make difference future existence apes also great opportunity donate orangutan appeal uk fortunate enough meet vet england whos currently working remarkably hes vet entire  odd population sepilok need supportgreat visitps soft toy orangutans sold gift shop quite pricey left small fortune three children wanting buy whole family furry toys hopefully money goes straight support work sanctuary,2012,2
3.0,2012-02-09,Couples,0,spoilt weather saw  orang utans see ones cared,2012,2
4.0,2012-02-08,Not Specify,1,well worth checking pm feeding session quieter less tourist buses,2012,2
3.0,2012-02-06,Solo,0,place good way see orangutans beware extremely crowded morning gaggle cruise shippers flooded morning feeding left early watched mother baby orangutan climb rope listened  octogenarians complain able see anything left went restaurant wait ride uncle tans worth beware crowds afternoon feeding,2012,2
4.0,2012-02-03,Solo,1,bit touristic want sure seeing orangutans might go visited centre twice one time lot orangutans showed time one female young cant force nature already saw apes really good jungle skip,2012,2
4.0,2012-02-02,Friends,1,well little corny way see orang utans close visited twice days stayed sepilok first afternoon next morning less tourists afternoon actually saw primates ie lots macaques morning,2012,2
2.0,2012-02-01,Not Specify,-1,sepilok disappointment viewing area zoo like crowd noisy small kids bored orang utans sightings minimal overall experience bit bummer fortunately plans day mangrove boat ride proboscis monkey sightings much exciting memorable,2012,2
5.0,2012-01-30,Couples,1,watching orang utans appearing forest one time favourite travelling memories work done sepilok outstanding accessible bus town arrive feeding morning feeding time make sure hang around take walk rdc road lunch come back afternoon feeding much better us morning  male  female baby clinging onto afternoon  male  females new borns incredible experience help protect thanks,2012,1
5.0,2012-01-29,Couples,1,place amazing orangutans beautiful cant beat great place lots information beautiful creatures,2012,1
2.0,2012-01-28,Family,-1,morning went  orangutan sat back everyone  m away  disappointed peoplewe speak others day several orangutans came walking behind walkway way feeding area able see mums babies feeding playingwhat centre great oragutans missed day,2012,1
5.0,2012-01-26,Solo,1,place amazing work awesome animals went back  times time different good see photos blogwwwoffexploringcomjosielouise,2012,1
5.0,2012-01-25,Friends,1,saw many orang utans well pigtail straight tail macaque monkey viper well done one lucky enough view  orang utans swinging forest ropes hung purpose fascinating watching babies hold dear life moms swing hang ropes fun moms really caring babies miss,2012,1
5.0,2012-01-23,Not Specify,1,great things sepilok love nature animals must organization well set view feedings morning afternoon since orangutans caged rehabilitation center fenced literally may come side side one great experience absolutely worth going support endangered animals,2012,1
5.0,2012-01-23,Family,1,god facility get close look orang utans best part orang utans choice come feeding platforms staged see next natural environment good see many babies centre provides great educational opportunity visitors time might provide realisation forest needs protectednot missed,2012,1
4.0,2012-01-20,Family,1,great learn sepilock many orangutan see depends water levels time year hungry program many people get see one understand opending nursery infirmary visitors future make experience lot interesting visitors wouldnt missed going though must sandakan,2012,1
3.0,2012-01-20,Family,0,great see centre saw one oranguan visit apparently quite normal get see nursery hospital talk staff watch bbc video view organutan feeding time dont go expecting much enjoyed great work needs support,2012,1
5.0,2012-01-19,Family,1,closest ever get amazing human like monkeys newfound love place also great educational tool never wanted leave,2012,1
1.0,2012-01-17,Couples,-1,let put way ive many wildlife parks sanctuaries ive never seen overadvertised place least deserves accept maintain strict entry conditions keeping feeding time etc ive got strong feeling making sure foreignlooking people properly charged  times locals thing really concerns administration soon collected money nobody cares anything couple hundreds locals pays rm dont bother keep silence rangers dont bother impose rule silence children running amok screaming rangers theyre smiling playing running kids noise overwhelming nobody cared orangutans came rangers finally shoved us away park dutifully paid foreignersfee bad luck animal would dare come near yelling bunch locals filled platform parks duty provide order comfort visitors worst experience whole stay borneo,2012,1
4.0,2012-01-17,Couples,1,simply loved watching creatures  hours although peek school holiday season park packed noisy kids orangutans  mothers babies provided us wonderful images grace ease movement foliage fabulous watch,2012,1
5.0,2012-01-16,Couples,1,sepilok wonderful place enough done preserve borneos beautiful rare flora fauna sepilok gives everyone chance get close beautiful orangutan try save creatures fate destruction habitat loss mainly due palm plantations often volunteers works help save animals surrounding wildlife supporting sepilok worthy cause,2012,1
3.0,2012-01-15,Couples,0,people great job getting orangutans back wild congratulate dont expect see lots orangutans close personal cos probably wont keep mind entrance fee goes towards conservation work great bang buck youre entertainment,2012,1
4.0,2012-01-14,Couples,1,main attraction little disappointing small feeding station centre park feeding twice day lucky every time went best times crowds gone hang around often get close escapee rangers real bond orangutans special take night walk rangers must see side things ie behind scenes work site would better first encounter orangutans never forgotten,2012,1
5.0,2012-01-12,Not Specify,1,great experience get close personal amazing creatures saw quite mothers tiny babies fantastic experience although people ruin orangutans using flash photography getting way close also adoption program sponsor baby rm per year year want option great work ended sponsoring ,2012,1
4.0,2012-01-12,Couples,1,amazing experience see orangutans closest dna match cant get close dont deal bacteria haave well smallish group apparently monterous crowd morning tour guides hint go afternoon mine well however survival orangutans paramount control numbers people going feeding platform tough luck guest number  would suggest limiting age  toddlers little children bored quickly started nagging getting way running around bad mommy daddy adults needed checking guide wasnt going may pluck courage,2012,1
4.0,2012-01-12,Couples,1,great visit amazing watch animals even though basically coming feeding platform attraction could spent whole day disliked children making noise becoming bored didnt quite get fuss numbers people visiting feeding platform area age controlled yes wat focus supposed th orangutans gawking humans,2012,1
5.0,2012-01-11,Not Specify,1,reluctant first fantastic experience seeing four adult females three babies watched feeding  minutes worthwhile even semi wild oran utans,2012,1
4.0,2012-01-11,Solo,1,sepilok really well organised unlike rehab places borneo orangutansi liked feeding stations elevated allow orangutans space thing still allow us watch take photostheyre great job highly recommend visiting donating amazing project,2012,1
5.0,2012-01-11,Friends,1,going avoid sounded contrived touristy however met tourists enjoyed visited afternoon pm feeding stressed orangutan semi wild guarantee seeing saw four females three babies hanging viewing area quite large plenty space everyone get fantastic photos whilst probably  us looking orderly quite soon apes arrived spend  minutes looking awe seen wild orangutan sabah trip usually orange blob tree real viewing would recommend sepilok,2012,1
5.0,2012-01-11,Family,1,get close orangutans learn appreciate ones see wild hopefully even,2012,1
3.0,2012-01-10,Couples,0,dont chance see orangutans wild definitely good place go unfortunately went seen orangutans wild felt like big zoo well organised easy get feel staged understand need raise funds tourists help rehabilitation work,2012,1
4.0,2012-01-10,Not Specify,1,keep good work tourist would love closer involved understand possible thousands visitors touch close lvely specieswe enjoyed trip opportunity see good work staff doingwe seen close lazy state afternoon napkeep next ill goign borneo see hopefully wild,2012,1
5.0,2012-01-10,Couples,1,little orangutan orphans sandakan grow sanctuary selfsuficient good chance meet endangered specie see cruel limits deforestation dont miss,2012,1
2.0,2012-01-09,Couples,-1,visited centre s far better great job getting orangs rehabilitated provide information context process reintegrate monkeys back forestfor far better experience stay shangrila rasa ria centre provide excellent information including good video meet orangsthey also tell lots process rehabat moment tiny baby herestunning,2012,1
4.0,2012-01-08,Not Specify,1,happy see orang utans came afternoon feeding saw four orang utans three babies really great sightwhen go aware two feeding times around   offices closed half hour feeding time nice video project orang utanswe thought well known centre would really opportunity seeing apes two times day rehabilitating urang utans,2012,1
5.0,2012-01-08,Couples,1,place gives chance spend quality time worlds coolest primates outside cages gets perfect score,2012,1
