reviewer_rating,review_date,reviewer_category,text_review
4.0 of 5 bubbles,Written 10 June 2014,Friends,This is a very well established & run centre. They handled the large crowd very well & there is a lot of room at the feeding station.We have visited many orangutan centres throughout Borneo & this one is as good as the others. 
4.0 of 5 bubbles,Written 9 June 2014,Family,"Hot, humid, sticky. That's what Sandikan was like and Sepilok was the same. It was so humid that it spontaneously rains. I loved the place and would return again but beware that there are only two sessions that you can visit Sepilock - a morning and an afternoon session. We stayed for both with the afternoon being the better of the two on the day.We arrived early and were one of the first in, walking along the duckboards through the jungle to the large platform in the middle of the jungle. You can see a number of wooden platforms around trees along with along of rope strung from trees to trees. Rangers/keepers bring out food for the orangutans to eat. Delightful.Be aware though - you cannot get close to these animals - well not deliberately. I'll explain more later. Do not expect that one will crawl into your arms and you can cuddle it. You can't. And nor should you. This is a rehabilitation centre and too much human contact is frowned upon.You also don't get to see the tiny orphan baby orangutans that the Centre are rehabilitating. These little darlings need special care and not westerners perving on them.There are plenty of opportunities whilst on the main platform to take photos, particularly when the animals are eating the fruit and supplementary food. However, they aren't dependant on the food and they are encouraged to forage back into the jungle for more food.There is a little cafe near the sanctuary and we had a great lunch there. Also bumped into alot of young people working for an international aide organisation who had spent days digging trenches. They weren't 'happy campers' and were a bit disappointed they weren't able to spend more time with the orangutans. Odd really, because all info spells it out clearly you won't be handling one.The afternoon session was better on the day we were there. As we came around to the main platform there were a number of smaller orangutans in the trees right near the railing. I must've taken 50 photos. With around 30 people scattered across the platform and a few volunteer rangers (westerners), one of the young orangutans climbed down onto the platform and crawled into the arms of the volunteer. The volunteer was a little nervous, scared and excited and was quietly escorted by the local and more experienced guides away from the group. My daughter was right next to the volunteer when this happened and the orangutan brushed by her. That still gives her a buzz. And that's as close as we got.Staff are great.Food outside good.It rains - bring a raincoat or brolly.Transport to and from is easy.Souvenir shop good - buy something - money goes back to help the orangutans.And please don't come thinking you can handle these magnificent creatures. It's not a playground, it's a rehabilitation centre."
5.0 of 5 bubbles,Written 8 June 2014,Couples,"The sancutuary is attempting to educate people about Orangutans, and I think they are doing a good job. The entire Island is being deforested for Palm Oil plantations and this has killed thousands of Orangutans. No habitat = no Orangutans. The knowledge of this problem overshadowed my visit as I find it very sad. The economy of the country has become dependent on Palm Oil export and it has destroyed msot of their rainforests. In the wild an Orangutan offspring will stay with the mother for 6 to 8 years. The babies in the rehabilitation centre are orphans, their mothers mostly killed in the clearing of rainforest for Palm Oil plantations. They keep the orphans separate from tourists to protect them from exposure to disease. It was exciting to see the older Orangutans come down from the trees for the feeding at the centre. I liked the sanctuary and found it well run. We were lucky to see an Orangutan in the forest before the feeding so we watched it eating in the trees for a while, it was a great experience. Since having this contact with Orangutans I am not buying cosmetics or products that contain Palm Oil. I do recommend this Sanctuary if you want to see Orangutans in the forest setting."
5.0 of 5 bubbles,Written 7 June 2014,Couples,Great facility doing great work.  Interesting educational video to get you started then easy boardwalk for five minutes to viewing platform.  Saw five orangs at the 10am feeding.  Got some fab photos
4.0 of 5 bubbles,Written 7 June 2014,,"Come here to visit them orang utans but make sure you arrive during feeding times which are 10am and 3pm; better to go for evening session to avoid the crowds. You'll be able to catch a few orang utans feeding- perhaps around 4-6, cameras brought in are chargeable rm10."
5.0 of 5 bubbles,Written 6 June 2014,Family,One tip here try to outstay the cruise ship people. The less people around the more chance of the orang utans coming out. One jumped down right next to me and walked along the boardwalk caring little about people around. Be advised do not approach them the guides inform you of the dangers.
5.0 of 5 bubbles,Written 6 June 2014,Couples,A must visit while in Sandakan.  To see such an important project being undertaken with the help of volunteers 'On Site' and donations for the adopting process that can assist with the return on the Orang Utan to the wild.  A bonus.  The Sun Bear rehabilitation Centre recently opened is 'next door'.
4.0 of 5 bubbles,Written 5 June 2014,Family,"If you're going to go all the way to Borneo, you can't really leave without seeing the orang utan sanctuary. Be aware though, you can't really see anything unless you go for feeding time. There is a jungle trail to follow but a high number of safety precautions are advised against leeches, wild sun bears and wild monkeys. As it was, we lasted about 5 minutes on the trail after a group of large wild monkeys with babies decided to attack us. The orang utans are more accustomed to human contact and are more placid we were told."
5.0 of 5 bubbles,Written 5 June 2014,Couples,"A fantastic chance to see these wonderful creatures in their natural habitat, excellent value for money and  caring and knowledgeable staff make it  memorable"
5.0 of 5 bubbles,Written 3 June 2014,Family,"We had a greaty experience with theOrangutan sanctuary.Not 30 seconds after we entered the park itself we had a face to face experience with an orangutan only a couple of metres away on the walking track tself. We saw a large number of orangutans feeding and playing around, It was an uplifting experience. We also saw many weird and wonderful insects and other wildlife as an added bonus, so remember to keep an eye out or more than just the big apes!"
5.0 of 5 bubbles,Written 3 June 2014,Couples,"This was a great place to visit, and a must see to help support the work they do to help the orangutans survive, would thoroughly recommend it."
4.0 of 5 bubbles,Written 2 June 2014,Couples,"the entrance fee is not too cheap plus the camera feewe stayed less than an hour with 20 mins video presentation. however, it is still cool to get to see the ""must see"" site and also knowing the impact human have on the orangutans"
3.0 of 5 bubbles,Written 2 June 2014,Solo,"The Sepilok orang-utan rehabilitation initiative is excellent as are the visitor facilities, but there is little opportunity to spend one's money on souvenirs. What is on offer is limited and poorly displayed. All shirts and T-shirts were in small sizes. Asians may be small, but it is the (large) western tourists I saw forking out US $25.00 for a T-shirt. I found a shirt I liked and I wanted four, but none were in sizes over Medium. Shame!I wanted to adopt a baby orang-utan for $100.00 as a way of giving back to the rehabilitation programme, but the organisers only accepted cash. Apparently the man who operates the cash machine was off that day. So where was the ATM? None! Come back another day......Want to enter the park to see the orang-utans? Bring cash and there is no change for bills in excess of US $10.00. Good thing I was on a pre-paid tour or I would have been really unhappy.Someone with a flair for retail could make a fortune there. The opportunities for top notch, high cost souvenirs, garments and books about the centre and the wildlife would be snatched up by tourists eager to share their experiences with friends at home by giving them orang-utan gifts. There were no calendars or books for sale at all. Duh!"
4.0 of 5 bubbles,Written 1 June 2014,Couples,"Rather crowded and obviously touristy but a great opportunity to see the Orangutans close up and feeding, the young are so cute."
4.0 of 5 bubbles,Written 1 June 2014,Couples,Fabulous place to visit. Unfortnately do - expect the crowds which takes way from the experience. Don't take a organised tour just take a driver for the day - far more relaxing. On our vista we were very luck as we chose to stay and do a couple of walks in the heat and to our surprise were given a biggest wish in life - to see these amazing animals just meters from us on a walking track in the wild..just awesome. That really made the day !!
3.0 of 5 bubbles,Written 1 June 2014,Friends,"If this your first visit to Malaysia,fly down to Sandakan to visit this sanctuary.First hand view to see the orang utans during feeding time.Can be fun watching them feeding,bullying one another and sometimes try to scare the visitors."
4.0 of 5 bubbles,Written 31 May 2014,Family,"Good to visit to understand orangutans' natural habitat. Learn what's been done and how we can help to save them. Think they are one of those endangered species.  Good to check their feeding time, then it is more exciting, especially for kids."
4.0 of 5 bubbles,Written 30 May 2014,Couples,we were going to drive from kk across to sepilok but glad we didn't would of been out of my depth trust me so we booked air asia flights cheap then got picked up for a 30 min drive from sandikan great to see the orang-utan but better in the wild these do a great job don't get me wrong but later that day when we went to the kinabatagan river for one night stay we had three river cruise trips up river tea time night and a 5am wake up for early morning well I'm not going to spoil it for all of you we have seen every thing you could wish to see and more only the elephants let us down thats nature for you but if you get the chance to do this trip amazing people from all over the world on a boat at 6am hope you do the same! enjoy!!
5.0 of 5 bubbles,Written 30 May 2014,Couples,"You must visit the Sepilok Orang-Utan Sanctuary if you go to Borneo - simple as that! We did it at the beginning of our tour of Borneo. We went twice to see the orang-utans, and it was worth going twice because different orang-utans came to feed, and we saw a number of other animals. Note that there is also a sun bear enclosure next door - these are very endangered animals native to Borneo and you should go and see them too!They are doing some great work here so the funds they get from tourism go a long way to helping these endangered animals, with the aim of releasing them back into the wild in the future. "
5.0 of 5 bubbles,Written 29 May 2014,Friends,"Sepilok is an amazing rehab centre for orangutans.  If we in the West really knew what we were doing with our demand for palm oil, we would NOT use it.  A lot of the habitat for orangutans is now gone, which is very very sad.  Highly recommend a visit to Sepilok as it shows there is HOPE.  Keep up the great work!"
5.0 of 5 bubbles,Written 29 May 2014,Couples,"We had a great morning, watched the video about the rehab programmes and then walked in the jungle, saw orangs being fed and walked one of the trails"
5.0 of 5 bubbles,Written 29 May 2014,Couples,"Great visit, well worth the money. We flew down from Kota Kinabulu for half a day with Asia Airlines. We saw 7 Orangutans  come to the feeding station at the 10am feed. We also saw a short tailed Macaque monkey that also came to the feeding station. One of the Orangutans followed us along the fence, along the walkway as we left the feeding area.All in all a great day"
5.0 of 5 bubbles,Written 28 May 2014,Friends,The orangutans were so adorable. Pity that could not get closer for better view. It was really worth the value. Highly recommended.
5.0 of 5 bubbles,Written 26 May 2014,Couples,"Visited here in the morning for a couple of hours after a flight from KK to sandakan & before heading to Kinabantangan river. You don't get to touch the orangutans!!! But we saw 3 at the feeding platform & it was pretty special. Watch out for them throwing twigs at you or urinating!!! Brilliant to see these clever mammals looking so confident (& showing off)Also saw a vivid green snake so keep your eyes peeled. There is a cafe just outside the centre, no food is allowed on the platform."
4.0 of 5 bubbles,Written 25 May 2014,Friends,"You can see they have put a lot of time and effort into establishing the rehabilitation centre for the orang-utans and wildlife. The centre is beautiful, however, we only saw 1 orang-utan in the distance during the feeding which was a let down but a good thing because it means the orang-utans weren't hungry so must have built the skills to find food for themselves in the rainforrest. A couple of hours was enough for us. You can see your entrance fee is going towards a good cause and helping save the orang-utans. If your in the area i would recommend it but don't go too much out of your way!"
5.0 of 5 bubbles,Written 24 May 2014,Couples,It's popular but still didn't seem crowded. There is a long viewing deck that accommodates plenty of people. Educational video and displays are decent but the stars are the Orangutans that come out for feeding. Just a wonderful experience
5.0 of 5 bubbles,Written 24 May 2014,Family,It was very informative and the kind of care that these guys are doing for Orangutans is really nice. Also the feeding show of orangutan is also nice to see their movements. I would definitely recommend it
4.0 of 5 bubbles,Written 23 May 2014,Family,I must commend the centre in their effort to rehabilitate unfortunate and orphaned Orang Utan. They seem to know it is feeding time. We saw 3 Orang Utan and a macaque. An added bonus was a Black Squirrel.The feeding platform was quite a distance away and you would need a telephoto or zoom lens to take great pictures.The viewing platform could get crowded and one would have to jostle for position to get a good position to take photos.Insect repellent is a must to keep the mosquitoes at bay.
5.0 of 5 bubbles,Written 22 May 2014,Couples,We stopped here for a night en route to Kinabatangan River. A brilliant introduction to the jungle and to the orang-utans. This is such a rare opportunity so make the most of it and enjoy the closeness; it's very special.
5.0 of 5 bubbles,Written 22 May 2014,Solo,You can go so close to the orangutans sometimes and never feel scarred because these creatures are the chillers of the animal kingdom. Best Experience ever!
5.0 of 5 bubbles,Written 20 May 2014,Couples,"The centre is run to rehabilitate Orangutans back into the wild and gives the public access to help raise funds and to show what these funds are spent on. On both the occasions we went, once in the morning and once in the afternoon, we saw five orangutans and they got quite close on the second occasion. Loved the experience."
4.0 of 5 bubbles,Written 19 May 2014,Couples,"The Orang Utans are well hidden in the rain forest and only come in for feeding time. It was a great viewing and lasted a good twenty minutes. After that there's really not a lot to do here so get your timing right. We visited in the morning on our way to the Kimbutangan River (where you should get a spotting of Orang Utans in the wild). I'd definitely visit on the way to somewhere but it's a long way from KK if you're just coming for the feeding time, though you are guaranteed to see Orang Utans.As a stop off on the way it was great and well worth the experience. Right at the end of our holiday we went to the sanctuary at Semenggoh and despite having seen Orang Utans in the wild we loved this viewing - more active and appeared from trees swinging in on ropes. More tourists at Kuching as more accessible."
4.0 of 5 bubbles,Written 17 May 2014,Solo,"Sounds like some orangutan has addiction and drinking problem! This centre cares for orangutan rescued from the wild or young orangutan that lost their mother (read: their mom got killed). The orangutan is cared for by trained specialist and vet before released into the wild. Other than that, its a research centre to study the primate behaviour, there is an attachment of students from a local university. A good place to take photo with the primate. First time i see them, it was majestic to see such graceful creature yet so powerful a killing beast when provoked.There is a shop selling food and toilet. Be advice to local and foreigner, its usually once in a lifetime to see this primate. So please! Keep your voice down, shut up and dont ever smoke within the centre! Jeez "
5.0 of 5 bubbles,Written 17 May 2014,Friends,"This place is well worth the visit, we stayed in a place close by so were able to walk to it.  We made our way to the viewing platform and saw the orangutans feeding and playing about on the ropes, as well as some other cheeky little monkeys!  A fantastic experience to see these beautiful orang-utans in the jungle."
4.0 of 5 bubbles,Written 15 May 2014,Couples,"We arrived just before morning feeding with the hordes of other tourist buses. The forest is amazing, and walking along the boardwalk you feel like you are in a real jungle, not an enclosed area. at feeding time we had about half a dozen orang-utans arrive which was great to see. The only down side was the sun that was hammering down onto the viewing deck. Over half the crowd were stepping further away to the tiny shade part at the back as no one seemed to be able to be in the sun for more than 5mins at a time. was hard to concentrate on the animals. Overall it was a bit crowded, but its a great place to almost guarantee to see the orang-utans and they seem to be doing a good job with them. One thing I was disappointed in is that there was no one giving information about the animals during feeding or anything."
4.0 of 5 bubbles,Written 15 May 2014,Couples,"First of all, I'd like to give Kudos to this Sanctuary!  I learned so much and realized how much our world needs to change in order to save these precious orangutans and other jungle wildlife.  Thank you for the information and wake-up call, especially for people from first-world countries!However, my husband and I noticed some major issues with how rules are enforced within the sanctuary.  The main problem was with the orangutan feeding and viewing platforms.  You are supposed to be quiet but no one seems to care about this.  The tour guides are the worst offenders because they were laughing and carrying on and allowing their customers to do whatever they wanted.  People were yelling and screaming and letting their kids running around like wild banchees!  It was extremely dangerous to the children and orangutans (as the small signs say).  Please have some common sense people.  If you can't get your child to behave, don't bring them somewhere where you are going to stress out the animals.  You are hurting, not helping the situation!Second of all, I noticed that people were smoking cigarettes and trampling the forest (off the trails) when they went for walks around the sanctuary.  Don't they care about the forest burning down or the creatures breathing in smoke?  I'm not sure why there weren't volunteers or staff on the trail to enforce these important rules. :-(So those are the main points of my constructive criticism.  Keep up the good work and hopefully you will be able to resolve these major issues.  Meanwhile, I hope to find products on the market that do not contain Palm Oil so that First-World countries can reduce and eventually eliminate their dependence on Palm Oil.  The jungle should be for creatures only!"
5.0 of 5 bubbles,Written 14 May 2014,Friends,A beautiful setting to enjoy what's left of the rain forests and orang-utans in the wild. The feeding time is so well organised and the hosts know they have an audience and they put on a show... we saw about 6-7 orang-utans and could have spent all day there! The forest walk is pretty nice too. And the cafe provides good relief from the sun. Well worth a visit if you're in Malaysia!
5.0 of 5 bubbles,Written 14 May 2014,Couples,"The Sepilok Orangutan Sanctuary is one of the main reasons for coming to Borneo. We spent there a whole day, attending both feedings, at 10am and 3pm and they were very different. In the morning, there were many tourists, but there were also many orang-utans to see and they were all very lively. In the afternoon one, there were fewer people, but also there were also 3 orang-utans and they just came to grab some food and went back into the jungle.Tickets cost 30 MYR for adult and are valid for the whole day.We were prepared for a very ""touristy"" attraction, but it turned out to be far from it. It's not quite the same experience as seeing an orang-utan in the wild (we saw one in Danum Valley), but it's close (and definitely a million times better than a ZOO). The centre is essentially just part of the rainforest with some platforms to feed the orang-utans and some ropes to help them get to the platforms to teach the youngsters how to move in the jungle. Overall, you get a feeling that it is a proper sanctuary and not just something made for tourists.During the morning session, it also started raining heavily, but this actual made for an amazing spectacle, as one of the orang-utans started grabbing some tree branches and made itself and umbrella. It them sat under it for a good 20 minutes - it was fantastic to watch!The information centre by the entrance is very interesting. We also did a trek there, but we didn't really see many things (except for lots of leeches). Get good trekking shoes or wellies for the trek - the trails are very muddy after a bit of rain. Note that you have to leave backpack, food and water in the lockers provided if you go for a feeding, but you can take water with you when you go for a trek.There is a sunbear centre nearby, but it's not very good and expensive and there's a Rainforest Discovery Centre about 20 min walk (5 min taxi ride - about 15 MYR) - the RDC is a brilliant - check it out.The on-site cafe has surprisingly good, authentic food (if they have green, coconut-filled pancakes by the till, get them - they were the best thing I've had in my mouth and they only costed .60 MYR each)."
5.0 of 5 bubbles,Written 14 May 2014,Family,"It is a very good place for close encounters with orangutans at the feeding times. The 3pm feeding is far better than the 10am one, as the morning one is full of people, including many tours. On my opinion there is a bit too many people, not just to enjoy the experience but also for the animals as they are not going to be easily reintroduced into the wild after so close contact with people."
4.0 of 5 bubbles,Written 13 May 2014,Friends,"I was impressed with the dedication of staff working there. They were obviously committed to the welfare of the orangutans. It was truly terribly hot standing at the viewing platform for a good half hour in the full sun. After a visit to the proboscis monkeys where there was a roof over the viewing platform, I did wonder why there was no shade over the viewing areas at sepilok. I would be glad to pay extra to cover the cost."
4.0 of 5 bubbles,Written 13 May 2014,Friends,I went as part of a tour because of all the fears in Asia due to recent kidnappings as I was traveling solo but really not worth it.  You can EASILY get here on your own.  There viewing plus video can all be done easily within 10-11 am.
4.0 of 5 bubbles,Written 13 May 2014,Family,"We enjoyed our visit, the welcome video was informative.  I would have liked to have seen more orangutan but the 3 that we saw entertained us.  We also experienced a cheeky one on the broad walk.  Would recommend and the price per camera was fine by me as all helps to keep the centre going"
4.0 of 5 bubbles,Written 12 May 2014,Couples,"The Centre is definitely worth a visit if you are in the area. We visited for the morning feeding on the way to our 3 day wildlife cruise up the Kinabatangan River. We were allowed in at 9:00am and spent the hour before feeding at 10:00am walking the boardwalks around the centre. We saw plenty of macaques on the walk which was surprisingly quiet given how many tourists there were. Its worth getting to the viewing platform a bit earlier to get a good spot at the front because it does get busy. We saw 5 orang-utans in total but only a couple stayed for very long. Its not the most 'wild' experience out there and does feel a little like a zoo, but a great chance to see these amazing creatures if you don't fancy a jungle trek! The sun bears next door are also great to visit. The guys who work with them told us some really interesting stories about the work they are doing with the bears to rehabilitate them."
5.0 of 5 bubbles,Written 10 May 2014,Solo,"This place was very well organized and maintaned. Morning feeding started at 10:30, after a short walk I found myselfmat the viewing platform,  where the orangutans did show up very quickly. A juvenile male, and a female entertained us, and after they left the macaquaqes took over: a group of pig tail macaquaqe appeared lead by a beautiful male. There was also a pitviper on a nearby tree!"
5.0 of 5 bubbles,Written 10 May 2014,,Definitely worth more than one trip as you'll see something different each time. A must for anyone visiting Sabah.
5.0 of 5 bubbles,Written 10 May 2014,,"Definitely worth a visit...I went twice and was fortunate enough to see a mother and baby, then the second time the orangutans were joined by a group of Macques which was amusing. Went to the sun bears next door too and witnessed some cheeky orangutans trying to steal food from the bears. A great experience and everytime will be different so worth going more than once."
1.0 of 5 bubbles,Written 6 May 2014,,"The cost is quite high in balance with what you can actually do and see. You can go in the reserve only for feeding time, it is overly crowded by tourists and you see only 1 or 2 orangutang... Even worse, you have to pay a fee to take your camera with you... Ridiculous!"
4.0 of 5 bubbles,Written 5 May 2014,Couples,"You aren't as close as you think you might be, so a good camera is essential for good pictures.  The afternoon session is not as busy as the morning and more Orangutan visit."
3.0 of 5 bubbles,Written 3 May 2014,Solo,"I visited the rehab centre twice - both morning feeding sessions. The first time it absolutely poured, but the orangutans still came - in fact it was really great to see how they act in that kind of weather, making little shelters/ umbrellas for themselves. The second time it was scorching hot, but a few more came in, including a mother & baby which was quite sweet to observe.  The feeding platform is quite small, but there are a few different vantage points - get in early and get a good spot and you'll see heaps depending of course on the direction the orangutans come in from. It is semi-wild, so you can never be 100% sure how many will come on the day, or how long they'll stay - it's just pot luck. Camera fee (RM10) is not included in the price, but this seems to be the norm. The entire centre is accessed via boardwalks, so you can easily wear thongs/flip flops if you wish. But I'd recommend comfy shoes as you could be on your feet for a while. They do also show a video which runs for about 20 mins - take it or leave it.. You can also chose to sponsor an orangutan while you're there."
4.0 of 5 bubbles,Written 2 May 2014,,This centre has been known to successfully rehabilitated unfortunate orangutans. The efforts have borne fruits and the public is educated and be made aware of the importance of preserving population of the endangered species in their natural habitat. The support from visitors had always been good judging from the big number of visitors who come twice daily to observe the orangutans at feeding times at 10.00 am dan 3.00 pm. This centre provides the best venue for the public to be closer to the orangutans who are shy but not as dangerous as most would think. I consider a visit to this centre is a must for animal lovers.
4.0 of 5 bubbles,Written 29 April 2014,Family,"Visited early morning and could enjoy the nature and silence. Also meant that we were well in time (=""frongline"") for the 10 o'clock feeding. Several Orang Utans showed up - around , on  platform as well as overhead .  As did large group of other type of monkey . Bags are to be kept outside (storage FOC provided). Beyond feeding area came across other group of Orang Utans - also those pretty close (within 5-7 m) . Did a trail  (Bird trail) but not many birds or other animals seen . That trail continues into other trails but we stopped as they became rather marsh/jungle trails. Disadvantage : same track to follow for the return .  Cash only ..... Wife returned for the the afternoon feeding party  (same ticket) - and had great time again for taking pics. Cafetaria reasonably priced for it's location - food better than expected. Next to this Sanctuary they've built a place for Sun Bears ."
5.0 of 5 bubbles,Written 28 April 2014,Couples,What a complete pleasure to visit the centre. Brilliant... simple as that.We booked our experience through Borneo Dream. Definitely worth a look at.
5.0 of 5 bubbles,Written 25 April 2014,Couples,"We went to both the morning and afternoon feedings of the Orangutans (we felt the afternoon was best), saw the sun bears and went on the night walk. This centre is really great, and you could tell how passionate everyone was about the animals. At first the feedings can be crowded but if you are able to wait a while do, its magical when everyone leaves and you get the chance to be in a quieter environment. The night walk is really under sold. We had a guide between the two of us and found him to be so knowledgable. You really see even more at night. Its a very good price. Definitely do it if you are staying nearby!"
4.0 of 5 bubbles,Written 25 April 2014,Couples,"We did this as part of our tour package, but it seems simple enough to turn up on the day and buy tickets as an individual.You're first shown a short film about the conservation efforts and the threats facing orangutans in Borneo (mainly because of the palm tree oil industry), then taken along the boardwalks to a protected part of the rainforest where the feeding platforms are. The feeding area is mainly meant for baby orangutans so they have somewhere safe to eat and can get used to manouvering around the rainforest in a safe environment. Our guide explained they feed the orangutans the same food every day so that they'll get bored and hopefully venture further into the rainforest for their own food.Feeding time is around 10.30. A ranger puts the food on the platform and then all the tourists wait with bated breath on the viewing platform. We didn't have to wait long - one baby orangutan came swinging along immediately and virtually grabbed the food out of the ranger's hands! This was followed by an older orangutan, who scared the baby away, and then another younger orangutan who tried to sneak food from the platform when the older one wasn't looking!It was amazing to see the orangutans out in their natural habitat, definitely better than anything you can see in a zoo"
5.0 of 5 bubbles,Written 24 April 2014,Family,"Saw 3 orang utans at the afternoon feeding time. Really a wonderful experience to see them casually emerge from the jungle to snack on fruits. Also did the guided night tour which is a must do. Saw flying squirrels, vipers, hornbills, kingfishers, frogs and strange insects"
5.0 of 5 bubbles,Written 24 April 2014,Friends,"My brother and I went to the 10am feeding and were lucky to see 5 being feed. Purely amazing to see them so close and being feed. Worth the wait for them to come down from the trees. Be prepared for lots of people and jostle for a prime position to take photos.We had a added bonus as we were waiting in the car park to leave and we had a very friendly orangutan called Sen sit down for a rest, visit and then he decided to climb the gazebo - perfect photo opportunity as there was no one else there. This was a real highlight of the trip being so close as he was literally sitting by you.This is a jungle rehabilitation center and no fences (except for the entrance gate) and the orangutans are free to roam where they like. So hence the reason why we Sen in the car park as we were about to leave after visiting the Sun Bear Conservation park next door.Well worth going to see the orangutans."
5.0 of 5 bubbles,Written 24 April 2014,Solo,"The Sepilok Urang Utang rehabilitation centre is easily reached by taxi from Sandakan Airport (40 Ringgit, about 14$US).  Sepilok is off the main road Sandakan – Kota Kinabalu, which is well served by buses.  However, from the main road it is several miles down the branch road to the preserve, and there does not seem to be public transportation on that segment.  Once in the preserve, you have to pay 40 Ringgit, and store your bag in a free locker.  There is a boardwalk to the spot where the urang utangs are offered food daily at10AM.  The animals may or may not show up for the feeding, depending on their mood.  The day I visited there were about 20 animals showing up successively over about 30 minutes.  They are very used to people, and one of them just came and stood on the boardwalk next to the tourists, until his handler held its paw and both of them walked away into the jungle like a mother and child.  Overall, it was an awesome experience.  There is another feeding at 3PM, but the likelihood to see the animals then is slimmer, since they are less active in the hot hours of the day.  There are some trails in the jungle inside the preserve, but they are somewhat rough and may be muddy."
2.0 of 5 bubbles,Written 23 April 2014,Couples,"This was going to be one of the big pluses of the holiday and a visit we had really looked forward to. We went by taxi from the hotel which worked out a bit cheaper than taking a tour. Had to pay extra for the privilege of taking photographs. A short walk along the broadwalk led us to a platform where the Orang Utans are fed. They come out at the required time and climb down the various ropes to collect their food as trained! Visitors are crowded into a small area with little shade, when we visited there was probably about 200 people. After being fed the Orang utans disperse into the undergrowth not to be seen again until the next feeding. I was disappointed that I did not get good photographs mainly because I was too far away and the animals did not stay still for long enough nor did they pose for me. !!! After the feeding there are various trails to go on we chose to go on the bird walk.... along the trail are picture of various birds that apparently can be seen. sadly we saw none of them! We did see a few butterflies! The walk is about a mile and we were a bit surprised that at the end of the walk we had to just return and walk the same way back again! We were under the impression that it was a circular walk. The walk is also quite steep in parts and the path deteriorates in parts to become a rough trail."
5.0 of 5 bubbles,Written 23 April 2014,Friends,"Great to see the orangutans in their own habitat, well worth the visit. But don't expect too much!! It is what it is!"
4.0 of 5 bubbles,Written 23 April 2014,Friends,"It's fun to see the lovely Orang Utah during feeding times. Worth a visit! The only thing is, it's hot!"
4.0 of 5 bubbles,Written 22 April 2014,Couples,"We flew from KK as a day trip specific to go to Sepilok and see the Orang Utans. We were not disappointed. While there are some mixed reviews on this sanctuary, we knew what to expect. While the bustling crowds poured in at feeding time and were extremely noisy which we were sure sent some of the Orang Utans packing, we did get to see one pregnant female, one male coming into his prime and three younger Orang Utans.There were a lot more Macaque monkey action the whole time.We hung back as all the masses of tourists fled with their tour groups and got to watch a few who remained in some peace and quiet.It is a sanctuary for rehabilitation of orphaned young animals. Well worth the experience."
3.0 of 5 bubbles,Written 21 April 2014,,Don't be misled by this sanctuary. The animals are agreeably semi wild but there are around 22 animals living in a very small area and this is totally against how they would be in the wild. Inbreeding must also be an issue as the land area is so small and this is not managed. The animals will never leave this area and go back to real wild jungle so don't be misled to believe this. One animal came to the afternoon feeding time and in essence it was feeding time at the zoo. I visited as part of a package tour but Matang sanctuary was much more benefitting of visitors. 
3.0 of 5 bubbles,Written 21 April 2014,Couples,"The Orang Utang are the reason to visit. They are as astonishing and unique as you expect. Very special. We saw 4 Orangs during first feeding, one on the second.The viewing platform is only adequate. Lots of people crowding the front for 15 mins or so feeding time. We went twice in the day. The food from first feeding was still there for the second.The Sun Bear sanctuary next door is a much better experience, even if the Sun Bears don't hold a candle to the Orangs in individual charisma, nevertheless we spent much more time with them.The Proboscis Sanctuary, some way further away, offered a big positive surprise. If we had known we would have spent more time there."
4.0 of 5 bubbles,Written 21 April 2014,Family,"Perhaps the most famous of Sandakan's attractions, SORC is home to the endangered Bornean Orang Utan. We came for the 3:00PM viewing but some of the apes had been there since before 2:30PM, so come early. In total we saw 3 adult and one baby Orang Utan and the experience was interesting and insightful. However, if you only have time to visit one attraction in Sandakan, make it the Labuk Bay Proboscis Monkey Sanctuary as it provides a much more intimate experience with the silvery Lutungs and you can see the Proboscis Monkeys, which are indeed more endangered then the Orang Utans."
5.0 of 5 bubbles,Written 21 April 2014,Couples,"This place has many orang utangs that live in the forest up until fairly grown up.  You probably would not see them if they did not feed them twice a day - it sort of makes you feel somehow as in a zoo, but I think we should appreciate that this gives us the chance to see some of them hanging around.Having seen the feeding, take the time to take a walk in the fabulous rainforest instead of just hurring on."
4.0 of 5 bubbles,Written 18 April 2014,Couples,"We enjoyed the sanctuary and spent a whole day here. Feedings at 10.00 and 15.00 were lucky enough to have a couple of orangutans - the first was a mother with her tiny baby (so cute!) and the second a group of juvenile orangutans.  The Bird Trail was also a good experience and we saw orangutan and short-tailed macaques along the way.Good points: Obvious care is shown for the orangutans by the rangers and the conservation efforts have been successful in releasing orangutans in to the wild. The sanctuary seems well-managed and tourists are asked to keep respectful distances from the animals.Bad points: There were SO MANY tourists (including us, of course) which made the feeding time rather noisy and so the animals didn't come close enough for good pictures. Other travelling friends had a rather more quiet visit and one of the young orangutans came right up to them and played in the trees above their heads. It was overall a great experience to see these animals more or less up close and in the wild. Check out my blog for more details: http://travelinds.tumblr.com/post/82876349030/sepilok-orang-utan-sanctuary"
